,pitch_change,rhythm_change,boundaries,n_M_resp,n_NM_resp
431,-2.0,0.0,0.0,0.0,0.0
432,2.0,0.0,0.0,1.0,1.0
433,-8.25,2.0,0.0,1.0,1.0
434,-3.5,0.0,0.0,0.0,1.0
435,0.0,-4.0,0.0,1.0,1.0
436,7.849998474121094,5.0,1.0,2.0,4.0
437,0.40000152587890625,0.0,0.0,4.0,0.0
438,3.6666641235351562,1.0,0.0,1.0,0.0
439,-3.8666648864746094,-1.0,0.0,0.0,1.0
440,-4.299999237060547,1.0,0.0,1.0,1.0
441,-5.25,-2.0,0.0,0.0,1.0
442,4.150001525878906,1.0,0.0,0.0,0.0
443,3.0999984741210938,1.0,0.0,0.0,0.0
444,0.0,0.0,0.0,1.0,1.0
445,-1.0,-1.0,0.0,2.0,0.0
446,0.0,-2.0,0.0,0.0,0.0
447,8.0,1.0,0.0,0.0,2.0
448,6.0,1.0,0.0,1.0,2.0
449,-1.5,0.0,0.0,1.0,3.0
450,5.166664123535156,1.0,0.0,3.0,2.0
451,-3.6666641235351562,-1.0,0.0,0.0,1.0
452,0.0,-2.0,0.0,1.0,0.0
453,-4.0,1.0,0.0,0.0,2.0
454,1.5,3.0,0.0,1.0,1.0
455,2.5,0.0,0.0,2.0,2.0
456,-11.25,0.0,0.0,5.0,3.0
457,-7.75,-2.0,0.0,0.0,1.0
458,5.0,1.0,0.0,2.0,1.0
459,6.25,1.0,0.0,0.0,1.0
460,0.25,0.0,0.0,1.0,1.0
461,-3.700000762939453,1.0,0.0,0.0,0.0
462,1.7000007629394531,-1.0,1.0,2.0,0.0
463,1.2999992370605469,1.0,0.0,0.0,3.0
464,8.200000762939453,-3.0,0.0,2.0,2.0
465,-1.5,0.0,0.0,1.0,1.0
466,5.166664123535156,1.0,0.0,2.0,1.0
467,-3.6666641235351562,-1.0,0.0,0.0,1.0
468,-5.75,2.0,0.0,1.0,2.0
469,0.08333206176757812,-1.0,0.0,2.0,0.0
470,-0.08333206176757812,1.0,0.0,1.0,3.0
