exp_subject_id,Musician,stimulus_set,scramble,stim_num,value
481793,No,4,1B,16,39.472
481793,No,4,1B,16,49.486
481793,No,4,1B,16,55.03
481793,No,4,2B,9,5.441
481793,No,4,2B,9,20.059
481793,No,4,2B,9,35.449
481793,No,4,2B,9,42.906
481793,No,4,2B,9,54.03
481793,No,4,2B,9,55.717
481793,No,4,2B,9,63.544
481793,No,4,8B,6,15.533
481793,No,4,8B,6,26.529
481793,No,4,8B,6,33.159
481793,No,4,8B,6,48.918
481793,No,4,8B,6,58.511
481793,No,4,2B,11,5.061
481793,No,4,2B,11,11.929
481793,No,4,2B,11,17.21
481793,No,4,2B,11,23.182
481793,No,4,2B,11,30.793
481793,No,4,2B,11,38.529
481793,No,4,2B,11,45.138
481793,No,4,2B,11,51.334
481793,No,4,2B,11,57.298
481795,No,4,Intact,2,18.407
481795,No,4,Intact,2,21.298
481795,No,4,Intact,2,24.31
481795,No,4,Intact,2,24.603
481795,No,4,Intact,2,27.479
481795,No,4,Intact,2,30.141
481795,No,4,Intact,2,36.168
481795,No,4,Intact,2,50.573
481795,No,4,Intact,1,9.332
481795,No,4,Intact,1,17.539
481795,No,4,Intact,1,25.129
481795,No,4,Intact,1,33.283
481795,No,4,Intact,1,49.02
481795,No,4,2B,10,4.483
481795,No,4,2B,10,9.199
481795,No,4,2B,10,12.911
481795,No,4,2B,10,16.531
481795,No,4,2B,10,20.605
481795,No,4,2B,10,25.224
481795,No,4,2B,10,28.637
481795,No,4,2B,10,33.298
481795,No,4,2B,10,40.624
481795,No,4,2B,10,49.131
481795,No,4,2B,10,52.567
481795,No,4,2B,10,56.618
481795,No,4,8B,5,9.47
481795,No,4,8B,5,16.857
481795,No,4,8B,5,21.726
481795,No,4,8B,5,28.395
481795,No,4,8B,5,38.362
481795,No,4,8B,5,44.912
481795,No,4,8B,6,32.413
481795,No,4,8B,6,41.565
481795,No,4,8B,6,41.828
481795,No,4,8B,6,48.758
481795,No,4,2B,12,6.164
481795,No,4,2B,12,8.861
481795,No,4,2B,12,16.494
481795,No,4,2B,12,21.661
481795,No,4,2B,12,24.732
481795,No,4,2B,12,28.946
481795,No,4,2B,12,32.53
481795,No,4,2B,12,40.797
481795,No,4,2B,12,44.675
481795,No,4,2B,12,52.561
481795,No,4,1B,16,6.583
481795,No,4,1B,16,9.213
481795,No,4,1B,16,11.181
481795,No,4,1B,16,14.291
481795,No,4,1B,16,16.664
481795,No,4,1B,16,18.601
481795,No,4,1B,16,20.448
481795,No,4,1B,16,20.69
481795,No,4,1B,16,22.743
481795,No,4,1B,16,23.436
481795,No,4,1B,16,24.602
481795,No,4,1B,16,26.15
481795,No,4,1B,16,30.52
481795,No,4,1B,16,32.75
481795,No,4,1B,16,36.184
481795,No,4,1B,16,38.366
481795,No,4,1B,16,42.346
481795,No,4,1B,16,44.788
481795,No,4,1B,16,46.661
481795,No,4,1B,16,48.67
481795,No,4,1B,16,52.705
481795,No,4,1B,16,55.058
481795,No,4,1B,16,56.808
481795,No,4,1B,16,58.214
481795,No,4,1B,16,58.515
481795,No,4,1B,15,2.744
481795,No,4,1B,15,4.514
481795,No,4,1B,15,8.336
481795,No,4,1B,15,10.945
481795,No,4,1B,15,11.853
481795,No,4,1B,15,14.56
481795,No,4,1B,15,16.126
481795,No,4,1B,15,20.365
481795,No,4,1B,15,22.447
481795,No,4,1B,15,26.524
481795,No,4,1B,15,28.34
481795,No,4,1B,15,30.199
481795,No,4,1B,15,32.495
481795,No,4,1B,15,36.329
481795,No,4,1B,15,38.363
481795,No,4,1B,15,42.336
481795,No,4,1B,15,44.901
481795,No,4,1B,15,48.232
481795,No,4,1B,15,52.15
481795,No,4,1B,15,56.174
481795,No,4,1B,15,59.574
481795,No,4,1B,15,62.931
481798,No,3,2B,9,7.196
481798,No,3,2B,9,14.702
481798,No,3,2B,9,20.319
481798,No,3,2B,9,37.122
481798,No,3,2B,9,46.569
481798,No,3,2B,9,53.251
481798,No,3,8B,6,9.98
481798,No,3,8B,6,17.013
481798,No,3,8B,6,44.529
481798,No,3,8B,6,48.642
481798,No,3,8B,6,59.397
481798,No,3,8B,7,10.342
481798,No,3,8B,7,16.903
481798,No,3,8B,7,32.377
481798,No,3,8B,7,40.789
481798,No,3,8B,7,49.348
481798,No,3,8B,7,61.398
481798,No,3,Intact,2,12.387
481798,No,3,Intact,2,30.614
481798,No,3,Intact,2,57.642
481798,No,3,Intact,3,17.332
481798,No,3,Intact,3,26.044
481798,No,3,Intact,3,60.588
481798,No,3,2B,12,4.688
481798,No,3,2B,12,12.954
481798,No,3,2B,12,16.906
481798,No,3,2B,12,24.149
481798,No,3,2B,12,38.956
481798,No,3,2B,12,51.527
481798,No,3,2B,12,61.048
481798,No,3,1B,15,13.605
481798,No,3,1B,15,27.504
481798,No,3,1B,15,41.872
481798,No,3,1B,15,53.154
481798,No,3,1B,13,4.836
481798,No,3,1B,13,15.437
481798,No,3,1B,13,26.456
481798,No,3,1B,13,37.655
481798,No,3,1B,13,44.467
481798,No,3,1B,13,51.074
481798,No,3,1B,13,53.291
481798,No,3,1B,13,59.933
481849,Yes,4,8B,8,16.762
481849,Yes,4,8B,8,33.857
481849,Yes,4,8B,8,50.571
481849,Yes,4,8B,8,61.497
481849,Yes,4,2B,12,4.747
481849,Yes,4,2B,12,9.798
481849,Yes,4,2B,12,12.665
481849,Yes,4,2B,12,13.648
481849,Yes,4,2B,12,17.007
481849,Yes,4,2B,12,25.731
481849,Yes,4,2B,12,29.12
481849,Yes,4,2B,12,32.902
481849,Yes,4,2B,12,46.615
481849,Yes,4,2B,12,49.303
481849,Yes,4,2B,12,53.992
481849,Yes,4,Intact,4,32.742
481849,Yes,4,8B,5,17.032
481849,Yes,4,8B,5,25.665
481849,Yes,4,8B,5,28.874
481849,Yes,4,8B,5,53.183
481849,Yes,4,8B,5,54.238
481849,Yes,4,2B,9,5.517
481849,Yes,4,2B,9,18.569
481849,Yes,4,2B,9,37.444
481849,Yes,4,2B,9,38.387
481849,Yes,4,2B,9,42.718
481849,Yes,4,2B,9,54.018
481849,Yes,4,2B,9,58.249
481849,Yes,4,2B,9,62.978
481849,Yes,4,Intact,3,15.249
481849,Yes,4,Intact,3,17.83
481849,Yes,4,Intact,3,29.503
481849,Yes,4,Intact,3,41.351
481849,Yes,4,Intact,3,59.482
481849,Yes,4,1B,15,2.955
481849,Yes,4,1B,15,3.133
481849,Yes,4,1B,15,19.203
481849,Yes,4,1B,15,30.316
481849,Yes,4,1B,15,41.29
481849,Yes,4,1B,15,49.473
481849,Yes,4,1B,15,54.56
481849,Yes,4,1B,15,64.855
481849,Yes,4,1B,14,6.288
481849,Yes,4,1B,14,12.914
481849,Yes,4,1B,14,25.816
481849,Yes,4,1B,14,33.987
481849,Yes,4,1B,14,40.367
481849,Yes,4,1B,14,46.029
481849,Yes,4,1B,14,51.176
481849,Yes,4,1B,14,57.345
481854,Yes,3,Intact,2,19.437
481854,Yes,3,Intact,2,29.165
481854,Yes,3,Intact,2,36.037
481854,Yes,3,Intact,2,64.036
481854,Yes,3,2B,11,9.649
481854,Yes,3,2B,11,22.549
481854,Yes,3,2B,11,34.345
481854,Yes,3,2B,11,59.722
481854,Yes,3,8B,5,29.656
481854,Yes,3,8B,5,33.119
481854,Yes,3,8B,5,57.811
481854,Yes,3,8B,5,62.445
481854,Yes,3,Intact,4,16.706
481854,Yes,3,Intact,4,35.344
481854,Yes,3,Intact,4,50.914
481854,Yes,3,2B,10,4.766
481854,Yes,3,2B,10,8.66
481854,Yes,3,2B,10,12.88
481854,Yes,3,2B,10,17.391
481854,Yes,3,2B,10,22.409
481854,Yes,3,2B,10,25.76
481854,Yes,3,2B,10,29.846
481854,Yes,3,2B,10,35.25
481854,Yes,3,2B,10,44.836
481854,Yes,3,2B,10,57.898
481854,Yes,3,2B,10,61.195
481854,Yes,3,1B,16,7.229
481854,Yes,3,1B,16,13.06
481854,Yes,3,1B,16,15.081
481854,Yes,3,1B,16,22.518
481854,Yes,3,1B,16,28.986
481854,Yes,3,1B,16,33.636
481854,Yes,3,1B,16,43.798
481854,Yes,3,1B,16,54.94
481854,Yes,3,1B,14,11.414
481854,Yes,3,1B,14,14.771
481854,Yes,3,1B,14,30.432
481854,Yes,3,1B,14,44.615
481854,Yes,3,1B,14,53.428
481854,Yes,3,1B,14,65.064
481854,Yes,3,8B,8,16.671
481854,Yes,3,8B,8,30.565
481854,Yes,3,8B,8,47.095
481883,No,3,1B,14,5.457
481883,No,3,1B,14,15.435
481883,No,3,1B,14,26.709
481883,No,3,1B,14,46.107
481883,No,3,1B,14,52.868
481883,No,3,1B,14,64.754
481883,No,3,Intact,4,15.6
481883,No,3,Intact,4,17.047
481883,No,3,Intact,4,25.503
481883,No,3,Intact,4,34.444
481883,No,3,Intact,4,58.746
481883,No,3,8B,7,3.713
481883,No,3,8B,7,10.844
481883,No,3,8B,7,16.574
481883,No,3,8B,7,24.045
481883,No,3,8B,7,32.826
481883,No,3,8B,7,41.227
481883,No,3,8B,7,48.91
481883,No,3,8B,7,58.684
481883,No,3,8B,7,63.912
481883,No,3,8B,8,16.498
481883,No,3,8B,8,27.1
481883,No,3,8B,8,32.067
481883,No,3,8B,8,47.226
481883,No,3,2B,11,4.503
481883,No,3,2B,11,14.536
481883,No,3,2B,11,24.563
481883,No,3,2B,11,32.785
481883,No,3,2B,11,38.639
481883,No,3,2B,11,48.573
481883,No,3,2B,11,57.806
481883,No,3,Intact,2,3.528
481883,No,3,Intact,2,3.872
481883,No,3,Intact,2,15.185
481883,No,3,Intact,2,30.45
481883,No,3,Intact,2,46.26
481883,No,3,Intact,2,47.937
481883,No,3,Intact,2,54.802
481883,No,3,Intact,2,60.85
481883,No,3,1B,16,8.826
481883,No,3,1B,16,18.43
481883,No,3,1B,16,31.22
481883,No,3,1B,16,38.868
481883,No,3,1B,16,47.686
481883,No,3,2B,9,9.579
481883,No,3,2B,9,20.549
481883,No,3,2B,9,37.593
481883,No,3,2B,9,46.591
481883,No,3,2B,9,56.27
484185,No,4,8B,7,19.579
484185,No,4,Intact,1,18.841
484185,No,4,1B,16,35.886
484185,No,4,1B,16,43.836
484185,No,4,2B,9,54.671
484185,No,4,Intact,2,22.218
484185,No,4,1B,13,19.467
484185,No,4,1B,13,57.488
484185,No,4,2B,12,5.035
484185,No,4,2B,12,46.899
610499,No,4,Intact,1,15.263
610499,No,4,Intact,1,48.729
610499,No,4,8B,7,42.829
610499,No,4,Intact,2,31.076
610499,No,4,Intact,2,32.74
610499,No,4,Intact,2,36.682
610499,No,4,Intact,2,42.506
610499,No,4,Intact,2,59.452
610499,No,4,Intact,2,62.212
610499,No,4,1B,13,35.965
610499,No,4,1B,13,39.814
610499,No,4,1B,13,43.511
610499,No,4,1B,13,57.782
610499,No,4,1B,13,59.449
610499,No,4,1B,16,30.776
610522,No,4,1B,13,13.564
610522,No,4,1B,13,27.75
610522,No,4,1B,13,43.108
610522,No,4,1B,13,55.134
610522,No,4,1B,13,61.806
610522,No,4,8B,7,20.093
610522,No,4,8B,7,34.022
610522,No,4,8B,7,50.199
610522,No,4,8B,8,18.978
610522,No,4,8B,8,35.01
610522,No,4,8B,8,61.831
610522,No,4,1B,16,25.05
610522,No,4,1B,16,37.099
610522,No,4,1B,16,60.039
610522,No,4,Intact,1,39.458
610522,No,4,2B,11,20.773
610522,No,4,2B,11,51.758
610501,No,4,1B,14,12.482
610501,No,4,1B,14,20.237
610501,No,4,1B,14,33.235
610501,No,4,1B,14,48.018
610501,No,4,1B,14,57.372
610501,No,4,2B,11,17.171
610501,No,4,2B,11,25.289
610501,No,4,2B,11,34.115
610501,No,4,2B,11,45.871
610501,No,4,2B,11,57.964
610501,No,4,1B,13,13.954
610501,No,4,1B,13,25.901
610501,No,4,1B,13,33.283
610501,No,4,1B,13,40.441
610501,No,4,1B,13,50.561
610501,No,4,1B,13,61.473
610501,No,4,2B,12,17.276
610501,No,4,2B,12,29.386
610501,No,4,2B,12,47.745
610501,No,4,2B,12,54.508
610501,No,4,Intact,2,8.149
610501,No,4,Intact,2,29.576
610501,No,4,8B,7,3.552
610501,No,4,8B,7,16.987
610501,No,4,8B,7,36.336
610501,No,4,8B,7,52.318
610501,No,4,8B,6,33.035
610501,No,4,8B,6,49.394
610501,No,4,8B,6,64.312
610503,No,3,8B,6,4.167
610503,No,3,8B,6,15.534
610503,No,3,8B,6,45.374
610503,No,3,8B,6,49.147
610503,No,3,8B,6,58.359
610503,No,3,1B,15,7.086
610503,No,3,1B,15,13.5
610503,No,3,1B,15,22.66
610503,No,3,1B,15,30.124
610503,No,3,1B,15,39.76
610503,No,3,1B,15,45.768
610503,No,3,1B,15,58.189
610503,No,3,1B,16,7.898
610503,No,3,1B,16,12.896
610503,No,3,1B,16,20.839
610503,No,3,1B,16,31.499
610503,No,3,1B,16,36.377
610503,No,3,1B,16,43.82
610503,No,3,1B,16,53.501
610503,No,3,1B,16,57.804
610503,No,3,Intact,1,10.448
610503,No,3,Intact,1,30.67
610503,No,3,Intact,1,35.858
610503,No,3,Intact,1,49.781
610503,No,3,Intact,1,58.631
610503,No,3,Intact,4,16.828
610503,No,3,Intact,4,25.612
610503,No,3,Intact,4,33.278
610503,No,3,Intact,4,60.854
610503,No,3,2B,9,9.242
610503,No,3,2B,9,13.575
610503,No,3,2B,9,21.967
610503,No,3,2B,9,34.592
610503,No,3,2B,9,37.387
610503,No,3,2B,9,45.932
610503,No,3,2B,9,53.895
610503,No,3,2B,11,5.777
610503,No,3,2B,11,15.166
610503,No,3,2B,11,17.806
610503,No,3,2B,11,25.585
610503,No,3,2B,11,33.91
610503,No,3,2B,11,49.05
610503,No,3,2B,11,58.935
610503,No,3,2B,11,61.862
610503,No,3,8B,7,6.842
610503,No,3,8B,7,17.583
610503,No,3,8B,7,33.778
610503,No,3,8B,7,42.168
610503,No,3,8B,7,49.346
610503,No,3,8B,7,58.646
611455,No,3,1B,14,16.376
611455,No,3,1B,14,38.217
611455,No,3,1B,14,51.221
611455,No,3,8B,7,16.621
611455,No,3,8B,7,32.673
611455,No,3,8B,7,48.938
611455,No,3,1B,16,10.336
611455,No,3,1B,16,23.739
611455,No,3,1B,16,32.537
611455,No,3,1B,16,44.807
611455,No,3,1B,16,53.578
611455,No,3,8B,6,16.818
611455,No,3,8B,6,49.443
611455,No,3,8B,6,58.806
611455,No,3,2B,11,6.115
611455,No,3,2B,11,17.713
611455,No,3,2B,11,33.081
611455,No,3,2B,11,39.01
611455,No,3,2B,11,49.979
611455,No,3,2B,11,63.528
611455,No,3,2B,12,13.802
611455,No,3,2B,12,21.051
611455,No,3,2B,12,30.512
611455,No,3,2B,12,52.989
611455,No,3,2B,12,63.226
611455,No,3,Intact,1,32.335
611455,No,3,Intact,1,58.304
611455,No,3,Intact,2,32.814
610756,Yes,3,2B,9,9.676
610756,Yes,3,2B,9,20.385
610756,Yes,3,2B,9,37.011
610756,Yes,3,2B,9,46.473
610756,Yes,3,Intact,4,16.78
610756,Yes,3,Intact,4,33.536
610756,Yes,3,Intact,4,51.755
610756,Yes,3,Intact,4,61.085
610756,Yes,3,1B,15,13.762
610756,Yes,3,1B,15,22.916
610756,Yes,3,1B,15,31.522
610756,Yes,3,1B,15,38.176
610756,Yes,3,1B,15,44.698
610756,Yes,3,1B,15,51.914
610756,Yes,3,1B,15,61.727
610756,Yes,3,2B,11,5.859
610756,Yes,3,2B,11,13.095
610756,Yes,3,2B,11,17.834
610756,Yes,3,2B,11,22.27
610756,Yes,3,2B,11,25.974
610756,Yes,3,2B,11,37.723
610756,Yes,3,2B,11,53.561
610756,Yes,3,2B,11,59.365
610756,Yes,3,2B,11,62.445
610756,Yes,3,8B,5,16.775
610756,Yes,3,8B,5,31.505
610756,Yes,3,8B,5,48.547
610756,Yes,3,Intact,3,26.536
610756,Yes,3,1B,14,5.483
610756,Yes,3,1B,14,7.824
610756,Yes,3,1B,14,13.858
610756,Yes,3,1B,14,17.501
610756,Yes,3,1B,14,21.833
610756,Yes,3,1B,14,29.836
610756,Yes,3,1B,14,38.349
610756,Yes,3,1B,14,47.501
610756,Yes,3,1B,14,53.863
610756,Yes,3,8B,8,16.548
610756,Yes,3,8B,8,32.553
610756,Yes,3,8B,8,48.467
377777,No,1,2B,1,16.924
377777,No,1,2B,1,27.737
377777,No,1,2B,1,37.522
377777,No,1,2B,1,45.708
377777,No,1,2B,1,61.284
377777,No,1,8B,1,20.539
377777,No,1,8B,1,30.398
377777,No,1,8B,1,36.435
377777,No,1,1B,3,5.992000000000001
377777,No,1,1B,3,27.491
377777,No,1,1B,3,35.475
377777,No,1,1B,3,38.684
377777,No,1,1B,3,41.996
377777,No,1,1B,3,45.483
377777,No,1,1B,3,47.31
377777,No,1,1B,3,49.665
377777,No,1,1B,3,53.602000000000004
377777,No,1,1B,3,56.048
377777,No,1,1B,3,57.129999999999995
377777,No,1,1B,3,63.435
377777,No,1,1B,3,64.744
377777,No,1,1B,1,4.166
377777,No,1,1B,1,5.079
377777,No,1,1B,1,6.104
377777,No,1,1B,1,9.658
377777,No,1,1B,1,15.604
377777,No,1,1B,1,18.365
377777,No,1,1B,1,19.821
377777,No,1,1B,1,26.849
377777,No,1,1B,1,35.548
377777,No,1,1B,1,42.909
377777,No,1,1B,1,44.672
377777,No,1,1B,1,47.05
377777,No,1,1B,1,50.111
377777,No,1,1B,1,53.878
377777,No,1,1B,1,57.438
377777,No,1,1B,1,64.856
377777,No,1,2B,3,3.649000000000001
377777,No,1,2B,3,9.207
377777,No,1,2B,3,12.585999999999999
377777,No,1,2B,3,14.8
377777,No,1,2B,3,19.021
377777,No,1,2B,3,22.036
377777,No,1,2B,3,24.457
377777,No,1,2B,3,27.32
377777,No,1,2B,3,30.131999999999998
377777,No,1,2B,3,36.351
377777,No,1,2B,3,39.476
377777,No,1,2B,3,40.895
377777,No,1,2B,3,44.118
377777,No,1,2B,3,49.147
377777,No,1,2B,3,53.28
377777,No,1,2B,3,59.604
377777,No,1,Intact,1,61.475
377777,No,1,8B,3,51.234
377770,No,1,Intact,1,35.119
377770,No,1,1B,3,0.8339999999999996
377770,No,1,1B,3,6.510000000000002
377770,No,1,1B,3,14.529
377770,No,1,1B,3,20.722
377770,No,1,1B,3,24.935000000000002
377770,No,1,1B,3,31.084000000000003
377770,No,1,1B,3,34.945
377770,No,1,1B,3,39.422
377770,No,1,1B,3,47.276
377770,No,1,1B,3,55.096999999999994
377770,No,1,1B,3,65.316
377770,No,1,2B,3,6.361999999999998
377770,No,1,2B,3,12.059999999999999
377770,No,1,2B,3,19.089
377770,No,1,2B,3,23.533
377770,No,1,2B,3,27.394
377770,No,1,2B,3,31.42
377770,No,1,2B,3,38.9
377770,No,1,2B,3,42.85
377770,No,1,2B,3,49.153
377770,No,1,2B,3,61.099000000000004
377770,No,1,8B,3,2.8520000000000003
377770,No,1,8B,3,22.707
377770,No,1,8B,3,38.668
377770,No,1,8B,3,51.351
377770,No,1,2B,1,5.432
377770,No,1,2B,1,13.242
377770,No,1,2B,1,17.422
377770,No,1,2B,1,21.481
377770,No,1,2B,1,25.419
377770,No,1,2B,1,29.203
377770,No,1,2B,1,35.792
377770,No,1,2B,1,49.982
377770,No,1,2B,1,56.714
377770,No,1,2B,1,65.218
377770,No,1,Intact,3,2.1310000000000002
377770,No,1,Intact,3,35.452
377770,No,1,1B,1,7.581
377770,No,1,1B,1,15.6
377770,No,1,1B,1,33.409
377770,No,1,1B,1,44.012
377770,No,1,1B,1,60.084
377770,No,1,8B,1,18.913
377770,No,1,8B,1,35.348
377770,No,1,8B,1,53.971
377747,No,1,1B,3,3.8949999999999996
377747,No,1,1B,3,12.195
377747,No,1,1B,3,17.275
377747,No,1,1B,3,25.375999999999998
377747,No,1,1B,3,32.626
377747,No,1,1B,3,38.23
377747,No,1,1B,3,46.172
377747,No,1,1B,3,57.438
377747,No,1,1B,3,67.268
377747,No,1,2B,3,5.640000000000001
377747,No,1,2B,3,11.309000000000001
377747,No,1,2B,3,19.656999999999996
377747,No,1,2B,3,26.128999999999998
377747,No,1,2B,3,31.954
377747,No,1,2B,3,39.165
377747,No,1,2B,3,42.801
377747,No,1,2B,3,51.224999999999994
377747,No,1,2B,3,57.652
377747,No,1,2B,3,65.762
377747,No,1,Intact,1,3.569
377747,No,1,Intact,1,7.912
377747,No,1,Intact,1,13.597
377747,No,1,Intact,1,16.622
377747,No,1,Intact,1,29.427
377747,No,1,Intact,1,44.493
377747,No,1,Intact,1,60.634
377747,No,1,8B,3,1.9369999999999994
377747,No,1,8B,3,19.957
377747,No,1,8B,3,33.155
377747,No,1,8B,3,36.012
377747,No,1,8B,3,38.471
377747,No,1,2B,1,16.82
377747,No,1,2B,1,23.214
377747,No,1,2B,1,29.741
377747,No,1,2B,1,49.242
377747,No,1,2B,1,55.072
377747,No,1,Intact,3,17.880000000000003
377747,No,1,Intact,3,36.567
377747,No,1,Intact,3,53.367000000000004
377747,No,1,1B,1,0.273
377747,No,1,1B,1,0.455
377747,No,1,1B,1,5.208
377747,No,1,1B,1,14.743
377747,No,1,1B,1,19.287
377747,No,1,1B,1,26.533
377747,No,1,1B,1,38.336
377747,No,1,1B,1,46.921
377747,No,1,1B,1,54.805
377747,No,1,1B,1,61.64
377747,No,1,8B,1,13.399
377747,No,1,8B,1,17.025
377747,No,1,8B,1,35.077
377747,No,1,8B,1,45.65
377747,No,1,8B,1,50.692
377747,No,1,8B,1,61.919
377747,No,1,8B,1,65.772
377708,No,1,2B,3,27.095999999999997
377708,No,1,2B,3,42.868
377708,No,1,8B,1,20.222
377708,No,1,8B,1,50.671
377708,No,1,1B,3,0.12199999999999989
377708,No,1,1B,3,32.925
377708,No,1,1B,3,52.726
377708,No,1,1B,1,9.572
377708,No,1,1B,1,20.173
377708,No,1,1B,1,36.492
377708,No,1,8B,3,10.835999999999999
377708,No,1,8B,3,38.85
377708,No,1,8B,3,54.208
377708,No,1,Intact,1,35.602
377708,No,1,Intact,1,64.244
377708,No,1,2B,1,5.191
377708,No,1,2B,1,25.594
377708,No,1,2B,1,43.872
377708,No,1,Intact,3,3.559000000000001
377708,No,1,Intact,3,21.262999999999998
377708,No,1,Intact,3,35.196
377701,No,1,2B,3,0.2110000000000003
377701,No,1,2B,3,4.4780000000000015
377701,No,1,2B,3,6.5
377701,No,1,2B,3,15.021
377701,No,1,2B,3,20.046
377701,No,1,2B,3,26.43
377701,No,1,2B,3,30.713
377701,No,1,2B,3,33.703
377701,No,1,2B,3,36.865
377701,No,1,2B,3,39.269
377701,No,1,2B,3,47.49
377701,No,1,2B,3,55.087
377701,No,1,2B,3,55.446
377701,No,1,2B,3,60.31
377701,No,1,2B,3,62.519999999999996
377701,No,1,2B,3,67.308
377701,No,1,1B,3,2.0130000000000017
377701,No,1,1B,3,5.405999999999999
377701,No,1,1B,3,11.978000000000002
377701,No,1,1B,3,17.196
377701,No,1,1B,3,21.063000000000002
377701,No,1,1B,3,24.122999999999998
377701,No,1,1B,3,25.967
377701,No,1,1B,3,30.744999999999997
377701,No,1,1B,3,35.264
377701,No,1,1B,3,47.047
377701,No,1,1B,3,56.976
377701,No,1,1B,3,65.436
377701,No,1,8B,1,1.508
377701,No,1,8B,1,2.353
377701,No,1,8B,1,5.759
377701,No,1,8B,1,10.714
377701,No,1,8B,1,12.6
377701,No,1,8B,1,24.01
377701,No,1,8B,1,33.17
377701,No,1,8B,1,36.495
377701,No,1,8B,1,44.662
377701,No,1,8B,1,53.672
377701,No,1,8B,1,60.038
377701,No,1,Intact,1,1.791
377701,No,1,Intact,1,6.803
377701,No,1,Intact,1,12.68
377701,No,1,Intact,1,23.978
377701,No,1,Intact,1,34.57
377701,No,1,Intact,1,38.71
377701,No,1,Intact,1,42.359
377701,No,1,Intact,1,44.822
377701,No,1,Intact,1,55.082
377701,No,1,Intact,1,57.568
377701,No,1,1B,1,1
377701,No,1,1B,1,4.811
377701,No,1,1B,1,12.478
377701,No,1,1B,1,15.197
377701,No,1,1B,1,20.182
377701,No,1,1B,1,32.752
377701,No,1,1B,1,40.212
377701,No,1,1B,1,45.872
377701,No,1,1B,1,54.389
377701,No,1,1B,1,59.318
377701,No,1,8B,3,2.266
377701,No,1,8B,3,8.239999999999998
377701,No,1,8B,3,13.684999999999999
377701,No,1,8B,3,21.106
377701,No,1,8B,3,28.055
377701,No,1,8B,3,35.557
377701,No,1,8B,3,41.223
377701,No,1,8B,3,48.164
377701,No,1,8B,3,51.457
377701,No,1,8B,3,55.233000000000004
377701,No,1,8B,3,58.510000000000005
377701,No,1,8B,3,62.147000000000006
377701,No,1,Intact,3,1.1090000000000018
377701,No,1,Intact,3,9.815999999999999
377701,No,1,Intact,3,14.843
377701,No,1,Intact,3,22.302
377701,No,1,Intact,3,25.375
377701,No,1,Intact,3,25.796999999999997
377701,No,1,Intact,3,36.314
377701,No,1,Intact,3,44.607
377701,No,1,Intact,3,51.772000000000006
377701,No,1,Intact,3,57.358999999999995
377701,No,1,Intact,3,62.458
377701,No,1,2B,1,18.351
377701,No,1,2B,1,35.024
377701,No,1,2B,1,46.052
377701,No,1,2B,1,56.979
377692,No,1,2B,3,5.574999999999999
377692,No,1,2B,3,12.277000000000001
377692,No,1,2B,3,48.452
377692,No,1,2B,3,67.622
377692,No,1,Intact,1,33.613
377692,No,1,Intact,1,65.717
377692,No,1,1B,3,20.296999999999997
377692,No,1,8B,3,5.8309999999999995
377692,No,1,8B,3,23.990000000000002
377692,No,1,8B,3,39.176
377692,No,1,Intact,3,0.3990000000000009
377692,No,1,Intact,3,21.433
377692,No,1,Intact,3,34.785
377692,No,1,Intact,3,54.07599999999999
377692,No,1,2B,1,2.154
377692,No,1,2B,1,14.929
377692,No,1,2B,1,30.199
377692,No,1,2B,1,41.062
377692,No,1,2B,1,56.735
377692,No,1,1B,1,4.996
377692,No,1,1B,1,16.152
377692,No,1,1B,1,42.876
377692,No,1,8B,1,18.266
377692,No,1,8B,1,35.665
377692,No,1,8B,1,43.584
377692,No,1,8B,1,54.044
377665,No,1,8B,1,19.258
377665,No,1,8B,1,35.52
377665,No,1,8B,1,46.157
377665,No,1,1B,3,2.5549999999999997
377665,No,1,1B,3,8.594999999999999
377665,No,1,1B,3,16.609
377665,No,1,1B,3,20.578000000000003
377665,No,1,1B,3,30.648000000000003
377665,No,1,1B,3,33.184
377665,No,1,1B,3,35.08
377665,No,1,1B,3,42.761
377665,No,1,1B,3,48.647
377665,No,1,1B,3,55.852999999999994
377665,No,1,1B,3,65.035
377665,No,1,2B,3,4.715
377665,No,1,2B,3,10.866
377665,No,1,2B,3,21.912
377665,No,1,2B,3,31.088
377665,No,1,2B,3,39.553
377665,No,1,2B,3,42.601
377665,No,1,2B,3,49.141
377665,No,1,2B,3,52.086
377665,No,1,2B,3,62.955
377665,No,1,2B,3,67.18
377665,No,1,1B,1,4.611
377665,No,1,1B,1,12.034
377665,No,1,1B,1,15.098
377665,No,1,1B,1,21.543
377665,No,1,1B,1,29.38
377665,No,1,1B,1,33.052
377665,No,1,1B,1,38.644
377665,No,1,1B,1,42.596
377665,No,1,1B,1,45.412
377665,No,1,1B,1,48.731
377665,No,1,1B,1,54.869
377665,No,1,1B,1,59.942
377665,No,1,8B,3,3.2279999999999998
377665,No,1,8B,3,22.714
377665,No,1,8B,3,39.004
377665,No,1,8B,3,51.421
377665,No,1,Intact,1,16.074
377665,No,1,Intact,1,31.657
377665,No,1,Intact,1,34.873
377665,No,1,2B,1,9.038
377665,No,1,2B,1,14.085
377665,No,1,2B,1,44.867
377665,No,1,2B,1,52.969
377665,No,1,2B,1,60.907
377665,No,1,Intact,3,2.1679999999999993
377665,No,1,Intact,3,34.643
377664,No,1,Intact,3,2.652000000000001
377664,No,1,Intact,3,34.966
