stimulus_set,scramble,stim_num,level,boundary_time,
3,8B,7,2,4,
3,8B,7,2,8,
3,8B,7,2,12,
3,8B,7,2,16,
3,8B,7,2,20,
3,8B,7,2,24,
3,8B,7,2,28,
3,8B,7,2,32,
3,8B,7,2,36,
3,8B,7,2,40,
3,8B,7,2,44,
3,8B,7,2,48,
3,8B,7,2,52,
3,8B,7,2,56,
3,8B,7,2,60,
3,8B,7,2,64,
3,8B,7,1,2,
3,8B,7,1,4,
3,8B,7,1,6,
3,8B,7,1,8,
3,8B,7,1,10,
3,8B,7,1,12,
3,8B,7,1,14,
3,8B,7,1,16,
3,8B,7,1,18,
3,8B,7,1,20,
3,8B,7,1,22,
3,8B,7,1,24,
3,8B,7,1,26,
3,8B,7,1,28,
3,8B,7,1,30,
3,8B,7,1,32,
3,8B,7,1,34,
3,8B,7,1,36,
3,8B,7,1,38,
3,8B,7,1,40,
3,8B,7,1,42,
3,8B,7,1,44,
3,8B,7,1,46,
3,8B,7,1,48,
3,8B,7,1,50,
3,8B,7,1,52,
3,8B,7,1,54,
3,8B,7,1,56,
3,8B,7,1,58,
3,8B,7,1,60,
3,8B,7,1,62,
3,8B,7,1,64,
3,8B,7,1,66,
3,8B,8,16,32,
3,8B,8,16,64,
3,8B,8,8,16,
3,8B,8,8,32,
3,8B,8,8,48,
3,8B,8,8,64,
3,8B,8,5,10,
3,8B,8,5,20,
3,8B,8,5,30,
3,8B,8,5,40,
3,8B,8,5,50,
3,8B,8,5,60,
3,8B,8,4,8,
3,8B,8,4,16,
3,8B,8,4,24,
3,8B,8,4,32,
3,8B,8,4,40,
3,8B,8,4,48,
3,8B,8,4,56,
3,8B,8,4,64,
3,8B,8,3,6,
3,8B,8,3,12,
3,8B,8,3,18,
3,8B,8,3,24,
3,8B,8,3,30,
3,8B,8,3,36,
3,8B,8,3,42,
3,8B,8,3,48,
3,8B,8,3,54,
3,8B,8,3,60,
3,8B,8,3,66,
3,8B,8,2,4,
3,8B,8,2,8,
3,8B,8,2,12,
3,8B,8,2,16,
3,8B,8,2,20,
3,8B,8,2,24,
3,8B,8,2,28,
3,8B,8,2,32,
3,8B,8,2,36,
3,8B,8,2,40,
3,8B,8,2,44,
3,8B,8,2,48,
3,8B,8,2,52,
3,8B,8,2,56,
3,8B,8,2,60,
3,8B,8,2,64,
3,8B,8,1,2,
3,8B,8,1,4,
3,8B,8,1,6,
3,8B,8,1,8,
3,8B,8,1,10,
3,8B,8,1,12,
3,8B,8,1,14,
3,8B,8,1,16,
3,8B,8,1,18,
3,8B,8,1,20,
3,8B,8,1,22,
3,8B,8,1,24,
3,8B,8,1,26,
3,8B,8,1,28,
3,8B,8,1,30,
3,8B,8,1,32,
3,8B,8,1,34,
3,8B,8,1,36,
3,8B,8,1,38,
3,8B,8,1,40,
3,8B,8,1,42,
3,8B,8,1,44,
3,8B,8,1,46,
3,8B,8,1,48,
3,8B,8,1,50,
3,8B,8,1,52,
3,8B,8,1,54,
3,8B,8,1,56,
3,8B,8,1,58,
3,8B,8,1,60,
3,8B,8,1,62,
3,8B,8,1,64,
3,8B,8,1,66,
3,2B,9,16,32,
3,2B,9,16,64,
3,2B,9,8,16,
3,2B,9,8,32,
3,2B,9,8,48,
3,2B,9,8,64,
3,2B,9,5,10,
3,2B,9,5,20,
3,2B,9,5,30,
3,2B,9,5,40,
3,2B,9,5,50,
3,2B,9,5,60,
3,2B,9,4,8,
3,2B,9,4,16,
3,2B,9,4,24,
3,2B,9,4,32,
3,2B,9,4,40,
3,2B,9,4,48,
3,2B,9,4,56,
3,2B,9,4,64,
3,2B,9,3,6,
3,2B,9,3,12,
3,2B,9,3,18,
3,2B,9,3,24,
3,2B,9,3,30,
3,2B,9,3,36,
3,2B,9,3,42,
3,2B,9,3,48,
3,2B,9,3,54,
3,2B,9,3,60,
3,2B,9,3,66,
3,2B,9,2,4,
3,2B,9,2,8,
3,2B,9,2,12,
3,2B,9,2,16,
3,2B,9,2,20,
3,2B,9,2,24,
3,2B,9,2,28,
3,2B,9,2,32,
3,2B,9,2,36,
3,2B,9,2,40,
3,2B,9,2,44,
3,2B,9,2,48,
3,2B,9,2,52,
3,2B,9,2,56,
3,2B,9,2,60,
3,2B,9,2,64,
3,2B,9,1,2,
3,2B,9,1,4,
3,2B,9,1,6,
3,2B,9,1,8,
3,2B,9,1,10,
3,2B,9,1,12,
3,2B,9,1,14,
3,2B,9,1,16,
3,2B,9,1,18,
3,2B,9,1,20,
3,2B,9,1,22,
3,2B,9,1,24,
3,2B,9,1,26,
3,2B,9,1,28,
3,2B,9,1,30,
3,2B,9,1,32,
3,2B,9,1,34,
3,2B,9,1,36,
3,2B,9,1,38,
3,2B,9,1,40,
3,2B,9,1,42,
3,2B,9,1,44,
3,2B,9,1,46,
3,2B,9,1,48,
3,2B,9,1,50,
3,2B,9,1,52,
3,2B,9,1,54,
3,2B,9,1,56,
3,2B,9,1,58,
3,2B,9,1,60,
3,2B,9,1,62,
3,2B,9,1,64,
3,2B,9,1,66,
3,2B,10,16,32,
3,2B,10,16,64,
3,2B,10,8,16,
3,2B,10,8,32,
3,2B,10,8,48,
3,2B,10,8,64,
3,2B,10,5,10,
3,2B,10,5,20,
3,2B,10,5,30,
3,2B,10,5,40,
3,2B,10,5,50,
3,2B,10,5,60,
3,2B,10,4,8,
3,2B,10,4,16,
3,2B,10,4,24,
3,2B,10,4,32,
3,2B,10,4,40,
3,2B,10,4,48,
3,2B,10,4,56,
3,2B,10,4,64,
3,2B,10,3,6,
3,2B,10,3,12,
3,2B,10,3,18,
3,2B,10,3,24,
3,2B,10,3,30,
3,2B,10,3,36,
3,2B,10,3,42,
3,2B,10,3,48,
3,2B,10,3,54,
3,2B,10,3,60,
3,2B,10,3,66,
3,2B,10,2,4,
3,2B,10,2,8,
3,2B,10,2,12,
3,2B,10,2,16,
3,2B,10,2,20,
3,2B,10,2,24,
3,2B,10,2,28,
3,2B,10,2,32,
3,2B,10,2,36,
3,2B,10,2,40,
3,2B,10,2,44,
3,2B,10,2,48,
3,2B,10,2,52,
3,2B,10,2,56,
3,2B,10,2,60,
3,2B,10,2,64,
3,2B,10,1,2,
3,2B,10,1,4,
3,2B,10,1,6,
3,2B,10,1,8,
3,2B,10,1,10,
3,2B,10,1,12,
3,2B,10,1,14,
3,2B,10,1,16,
3,2B,10,1,18,
3,2B,10,1,20,
3,2B,10,1,22,
3,2B,10,1,24,
3,2B,10,1,26,
3,2B,10,1,28,
3,2B,10,1,30,
3,2B,10,1,32,
3,2B,10,1,34,
3,2B,10,1,36,
3,2B,10,1,38,
3,2B,10,1,40,
3,2B,10,1,42,
3,2B,10,1,44,
3,2B,10,1,46,
3,2B,10,1,48,
3,2B,10,1,50,
3,2B,10,1,52,
3,2B,10,1,54,
3,2B,10,1,56,
3,2B,10,1,58,
3,2B,10,1,60,
3,2B,10,1,62,
3,2B,10,1,64,
3,2B,10,1,66,
3,2B,11,16,32,
3,2B,11,16,64,
3,2B,11,8,16,
3,2B,11,8,32,
3,2B,11,8,48,
3,2B,11,8,64,
3,2B,11,5,10,
3,2B,11,5,20,
3,2B,11,5,30,
3,2B,11,5,40,
3,2B,11,5,50,
3,2B,11,5,60,
3,2B,11,4,8,
3,2B,11,4,16,
3,2B,11,4,24,
3,2B,11,4,32,
3,2B,11,4,40,
3,2B,11,4,48,
3,2B,11,4,56,
3,2B,11,4,64,
3,2B,11,3,6,
3,2B,11,3,12,
3,2B,11,3,18,
3,2B,11,3,24,
3,2B,11,3,30,
3,2B,11,3,36,
3,2B,11,3,42,
3,2B,11,3,48,
3,2B,11,3,54,
3,2B,11,3,60,
3,2B,11,3,66,
3,2B,11,2,4,
3,2B,11,2,8,
3,2B,11,2,12,
3,2B,11,2,16,
3,2B,11,2,20,
3,2B,11,2,24,
3,2B,11,2,28,
3,2B,11,2,32,
3,2B,11,2,36,
3,2B,11,2,40,
3,2B,11,2,44,
3,2B,11,2,48,
3,2B,11,2,52,
3,2B,11,2,56,
3,2B,11,2,60,
3,2B,11,2,64,
3,2B,11,1,2,
3,2B,11,1,4,
3,2B,11,1,6,
3,2B,11,1,8,
3,2B,11,1,10,
3,2B,11,1,12,
3,2B,11,1,14,
3,2B,11,1,16,
3,2B,11,1,18,
3,2B,11,1,20,
3,2B,11,1,22,
3,2B,11,1,24,
3,2B,11,1,26,
3,2B,11,1,28,
3,2B,11,1,30,
3,2B,11,1,32,
3,2B,11,1,34,
3,2B,11,1,36,
3,2B,11,1,38,
3,2B,11,1,40,
3,2B,11,1,42,
3,2B,11,1,44,
3,2B,11,1,46,
3,2B,11,1,48,
3,2B,11,1,50,
3,2B,11,1,52,
3,2B,11,1,54,
3,2B,11,1,56,
3,2B,11,1,58,
3,2B,11,1,60,
3,2B,11,1,62,
3,2B,11,1,64,
3,2B,11,1,66,
3,2B,12,16,32,
3,2B,12,16,64,
3,2B,12,8,16,
3,2B,12,8,32,
3,2B,12,8,48,
3,2B,12,8,64,
3,2B,12,5,10,
3,2B,12,5,20,
3,2B,12,5,30,
3,2B,12,5,40,
3,2B,12,5,50,
3,2B,12,5,60,
3,2B,12,4,8,
3,2B,12,4,16,
3,2B,12,4,24,
3,2B,12,4,32,
3,2B,12,4,40,
3,2B,12,4,48,
3,2B,12,4,56,
3,2B,12,4,64,
3,2B,12,3,6,
3,2B,12,3,12,
3,2B,12,3,18,
3,2B,12,3,24,
3,2B,12,3,30,
3,2B,12,3,36,
3,2B,12,3,42,
3,2B,12,3,48,
3,2B,12,3,54,
3,2B,12,3,60,
3,2B,12,3,66,
3,2B,12,2,4,
3,2B,12,2,8,
3,2B,12,2,12,
3,2B,12,2,16,
3,2B,12,2,20,
3,2B,12,2,24,
3,2B,12,2,28,
3,2B,12,2,32,
3,2B,12,2,36,
3,2B,12,2,40,
3,2B,12,2,44,
3,2B,12,2,48,
3,2B,12,2,52,
3,2B,12,2,56,
3,2B,12,2,60,
3,2B,12,2,64,
3,2B,12,1,2,
3,2B,12,1,4,
3,2B,12,1,6,
3,2B,12,1,8,
3,2B,12,1,10,
3,2B,12,1,12,
3,2B,12,1,14,
3,2B,12,1,16,
3,2B,12,1,18,
3,2B,12,1,20,
3,2B,12,1,22,
3,2B,12,1,24,
3,2B,12,1,26,
3,2B,12,1,28,
3,2B,12,1,30,
3,2B,12,1,32,
3,2B,12,1,34,
3,2B,12,1,36,
3,2B,12,1,38,
3,2B,12,1,40,
3,2B,12,1,42,
3,2B,12,1,44,
3,2B,12,1,46,
3,2B,12,1,48,
3,2B,12,1,50,
3,2B,12,1,52,
3,2B,12,1,54,
3,2B,12,1,56,
3,2B,12,1,58,
3,2B,12,1,60,
3,2B,12,1,62,
3,2B,12,1,64,
3,2B,12,1,66,
3,1B,13,16,32,
3,1B,13,16,64,
3,1B,13,8,16,
3,1B,13,8,32,
3,1B,13,8,48,
3,1B,13,8,64,
3,1B,13,5,10,
3,1B,13,5,20,
3,1B,13,5,30,
3,1B,13,5,40,
3,1B,13,5,50,
3,1B,13,5,60,
3,1B,13,4,8,
3,1B,13,4,16,
3,1B,13,4,24,
3,1B,13,4,32,
3,1B,13,4,40,
3,1B,13,4,48,
3,1B,13,4,56,
3,1B,13,4,64,
3,1B,13,3,6,
3,1B,13,3,12,
3,1B,13,3,18,
3,1B,13,3,24,
3,1B,13,3,30,
3,1B,13,3,36,
3,1B,13,3,42,
3,1B,13,3,48,
3,1B,13,3,54,
3,1B,13,3,60,
3,1B,13,3,66,
3,1B,13,2,4,
3,1B,13,2,8,
3,1B,13,2,12,
3,1B,13,2,16,
3,1B,13,2,20,
3,1B,13,2,24,
3,1B,13,2,28,
3,1B,13,2,32,
3,1B,13,2,36,
3,1B,13,2,40,
3,1B,13,2,44,
3,1B,13,2,48,
3,1B,13,2,52,
3,1B,13,2,56,
3,1B,13,2,60,
3,1B,13,2,64,
3,1B,13,1,2,
3,1B,13,1,4,
3,1B,13,1,6,
3,1B,13,1,8,
3,1B,13,1,10,
3,1B,13,1,12,
3,1B,13,1,14,
3,1B,13,1,16,
3,1B,13,1,18,
3,1B,13,1,20,
3,1B,13,1,22,
3,1B,13,1,24,
3,1B,13,1,26,
3,1B,13,1,28,
3,1B,13,1,30,
3,1B,13,1,32,
3,1B,13,1,34,
3,1B,13,1,36,
3,1B,13,1,38,
3,1B,13,1,40,
3,1B,13,1,42,
3,1B,13,1,44,
3,1B,13,1,46,
3,1B,13,1,48,
3,1B,13,1,50,
3,1B,13,1,52,
3,1B,13,1,54,
3,1B,13,1,56,
3,1B,13,1,58,
3,1B,13,1,60,
3,1B,13,1,62,
3,1B,13,1,64,
3,1B,13,1,66,
3,1B,14,16,32,
3,1B,14,16,64,
3,1B,14,8,16,
3,1B,14,8,32,
3,1B,14,8,48,
3,1B,14,8,64,
3,1B,14,5,10,
3,1B,14,5,20,
3,1B,14,5,30,
3,1B,14,5,40,
3,1B,14,5,50,
3,1B,14,5,60,
3,1B,14,4,8,
3,1B,14,4,16,
3,1B,14,4,24,
3,1B,14,4,32,
3,1B,14,4,40,
3,1B,14,4,48,
3,1B,14,4,56,
3,1B,14,4,64,
3,1B,14,3,6,
3,1B,14,3,12,
3,1B,14,3,18,
3,1B,14,3,24,
3,1B,14,3,30,
3,1B,14,3,36,
3,1B,14,3,42,
3,1B,14,3,48,
3,1B,14,3,54,
3,1B,14,3,60,
3,1B,14,3,66,
3,1B,14,2,4,
3,1B,14,2,8,
3,1B,14,2,12,
3,1B,14,2,16,
3,1B,14,2,20,
3,1B,14,2,24,
3,1B,14,2,28,
3,1B,14,2,32,
3,1B,14,2,36,
3,1B,14,2,40,
3,1B,14,2,44,
3,1B,14,2,48,
3,1B,14,2,52,
3,1B,14,2,56,
3,1B,14,2,60,
3,1B,14,2,64,
3,1B,14,1,2,
3,1B,14,1,4,
3,1B,14,1,6,
3,1B,14,1,8,
3,1B,14,1,10,
3,1B,14,1,12,
3,1B,14,1,14,
3,1B,14,1,16,
3,1B,14,1,18,
3,1B,14,1,20,
3,1B,14,1,22,
3,1B,14,1,24,
3,1B,14,1,26,
3,1B,14,1,28,
3,1B,14,1,30,
3,1B,14,1,32,
3,1B,14,1,34,
3,1B,14,1,36,
3,1B,14,1,38,
3,1B,14,1,40,
3,1B,14,1,42,
3,1B,14,1,44,
3,1B,14,1,46,
3,1B,14,1,48,
3,1B,14,1,50,
3,1B,14,1,52,
3,1B,14,1,54,
3,1B,14,1,56,
3,1B,14,1,58,
3,1B,14,1,60,
3,1B,14,1,62,
3,1B,14,1,64,
3,1B,14,1,66,
3,1B,15,16,32,
3,1B,15,16,64,
3,1B,15,8,16,
3,1B,15,8,32,
3,1B,15,8,48,
3,1B,15,8,64,
3,1B,15,5,10,
3,1B,15,5,20,
3,1B,15,5,30,
3,1B,15,5,40,
3,1B,15,5,50,
3,1B,15,5,60,
3,1B,15,4,8,
3,1B,15,4,16,
3,1B,15,4,24,
3,1B,15,4,32,
3,1B,15,4,40,
3,1B,15,4,48,
3,1B,15,4,56,
3,1B,15,4,64,
3,1B,15,3,6,
3,1B,15,3,12,
3,1B,15,3,18,
3,1B,15,3,24,
3,1B,15,3,30,
3,1B,15,3,36,
3,1B,15,3,42,
3,1B,15,3,48,
3,1B,15,3,54,
3,1B,15,3,60,
3,1B,15,3,66,
3,1B,15,2,4,
3,1B,15,2,8,
3,1B,15,2,12,
3,1B,15,2,16,
3,1B,15,2,20,
3,1B,15,2,24,
3,1B,15,2,28,
3,1B,15,2,32,
3,1B,15,2,36,
3,1B,15,2,40,
3,1B,15,2,44,
3,1B,15,2,48,
3,1B,15,2,52,
3,1B,15,2,56,
3,1B,15,2,60,
3,1B,15,2,64,
3,1B,15,1,2,
3,1B,15,1,4,
3,1B,15,1,6,
3,1B,15,1,8,
3,1B,15,1,10,
3,1B,15,1,12,
3,1B,15,1,14,
3,1B,15,1,16,
3,1B,15,1,18,
3,1B,15,1,20,
3,1B,15,1,22,
3,1B,15,1,24,
3,1B,15,1,26,
3,1B,15,1,28,
3,1B,15,1,30,
3,1B,15,1,32,
3,1B,15,1,34,
3,1B,15,1,36,
3,1B,15,1,38,
3,1B,15,1,40,
3,1B,15,1,42,
3,1B,15,1,44,
3,1B,15,1,46,
3,1B,15,1,48,
3,1B,15,1,50,
3,1B,15,1,52,
3,1B,15,1,54,
3,1B,15,1,56,
3,1B,15,1,58,
3,1B,15,1,60,
3,1B,15,1,62,
3,1B,15,1,64,
3,1B,15,1,66,
3,1B,16,16,32,
3,1B,16,16,64,
3,1B,16,8,16,
3,1B,16,8,32,
3,1B,16,8,48,
3,1B,16,8,64,
3,1B,16,5,10,
3,1B,16,5,20,
3,1B,16,5,30,
3,1B,16,5,40,
3,1B,16,5,50,
3,1B,16,5,60,
3,1B,16,4,8,
3,1B,16,4,16,
3,1B,16,4,24,
3,1B,16,4,32,
3,1B,16,4,40,
3,1B,16,4,48,
3,1B,16,4,56,
3,1B,16,4,64,
3,1B,16,3,6,
3,1B,16,3,12,
3,1B,16,3,18,
3,1B,16,3,24,
3,1B,16,3,30,
3,1B,16,3,36,
3,1B,16,3,42,
3,1B,16,3,48,
3,1B,16,3,54,
3,1B,16,3,60,
3,1B,16,3,66,
3,1B,16,2,4,
3,1B,16,2,8,
3,1B,16,2,12,
3,1B,16,2,16,
3,1B,16,2,20,
3,1B,16,2,24,
3,1B,16,2,28,
3,1B,16,2,32,
3,1B,16,2,36,
3,1B,16,2,40,
3,1B,16,2,44,
3,1B,16,2,48,
3,1B,16,2,52,
3,1B,16,2,56,
3,1B,16,2,60,
3,1B,16,2,64,
3,1B,16,1,2,
3,1B,16,1,4,
3,1B,16,1,6,
3,1B,16,1,8,
3,1B,16,1,10,
3,1B,16,1,12,
3,1B,16,1,14,
3,1B,16,1,16,
3,1B,16,1,18,
3,1B,16,1,20,
3,1B,16,1,22,
3,1B,16,1,24,
3,1B,16,1,26,
3,1B,16,1,28,
3,1B,16,1,30,
3,1B,16,1,32,
3,1B,16,1,34,
3,1B,16,1,36,
3,1B,16,1,38,
3,1B,16,1,40,
3,1B,16,1,42,
3,1B,16,1,44,
3,1B,16,1,46,
3,1B,16,1,48,
3,1B,16,1,50,
3,1B,16,1,52,
3,1B,16,1,54,
3,1B,16,1,56,
3,1B,16,1,58,
3,1B,16,1,60,
3,1B,16,1,62,
3,1B,16,1,64,
3,1B,16,1,66,
4,8B,5,16,28,
4,8B,5,16,60,
4,8B,5,8,16,
4,8B,5,8,28,
4,8B,5,8,44,
4,8B,5,8,60,
4,8B,5,5,10,
4,8B,5,5,20,
4,8B,5,5,30,
4,8B,5,5,40,
4,8B,5,5,50,
4,8B,5,5,60,
4,8B,5,4,8,
4,8B,5,4,16,
4,8B,5,4,22,
4,8B,5,4,28,
4,8B,5,4,36,
4,8B,5,4,44,
4,8B,5,4,52,
4,8B,5,4,60,
4,8B,5,3,6,
4,8B,5,3,12,
4,8B,5,3,18,
4,8B,5,3,24,
4,8B,5,3,30,
4,8B,5,3,36,
4,8B,5,3,42,
4,8B,5,3,48,
4,8B,5,3,54,
4,8B,5,3,60,
4,8B,5,2,4,
4,8B,5,2,8,
4,8B,5,2,12,
4,8B,5,2,16,
4,8B,5,2,20,
4,8B,5,2,24,
4,8B,5,2,28,
4,8B,5,2,32,
4,8B,5,2,36,
4,8B,5,2,40,
4,8B,5,2,44,
4,8B,5,2,48,
4,8B,5,2,52,
4,8B,5,2,56,
4,8B,5,2,60,
4,8B,5,1,2,
4,8B,5,1,4,
4,8B,5,1,6,
4,8B,5,1,8,
4,8B,5,1,10,
4,8B,5,1,12,
4,8B,5,1,14,
4,8B,5,1,16,
4,8B,5,1,18,
4,8B,5,1,20,
4,8B,5,1,22,
4,8B,5,1,24,
4,8B,5,1,26,
4,8B,5,1,28,
4,8B,5,1,30,
4,8B,5,1,32,
4,8B,5,1,34,
4,8B,5,1,36,
4,8B,5,1,38,
4,8B,5,1,40,
4,8B,5,1,42,
4,8B,5,1,44,
4,8B,5,1,46,
4,8B,5,1,48,
4,8B,5,1,50,
4,8B,5,1,52,
4,8B,5,1,54,
4,8B,5,1,56,
4,8B,5,1,58,
4,8B,5,1,60,
4,8B,6,16,32,
4,8B,6,16,64,
4,8B,6,8,16,
4,8B,6,8,32,
4,8B,6,8,48,
4,8B,6,8,64,
4,8B,6,5,10,
4,8B,6,5,20,
4,8B,6,5,30,
4,8B,6,5,40,
4,8B,6,5,50,
4,8B,6,5,60,
4,8B,6,4,8,
4,8B,6,4,16,
4,8B,6,4,24,
4,8B,6,4,32,
4,8B,6,4,40,
4,8B,6,4,48,
4,8B,6,4,56,
4,8B,6,4,64,
4,8B,6,3,6,
4,8B,6,3,12,
4,8B,6,3,18,
4,8B,6,3,24,
4,8B,6,3,30,
4,8B,6,3,36,
4,8B,6,3,42,
4,8B,6,3,48,
4,8B,6,3,54,
4,8B,6,3,60,
4,8B,6,3,66,
4,8B,6,2,4,
4,8B,6,2,8,
4,8B,6,2,12,
4,8B,6,2,16,
4,8B,6,2,20,
4,8B,6,2,24,
4,8B,6,2,28,
4,8B,6,2,32,
4,8B,6,2,36,
4,8B,6,2,40,
4,8B,6,2,44,
4,8B,6,2,48,
4,8B,6,2,52,
4,8B,6,2,56,
4,8B,6,2,60,
4,8B,6,2,64,
4,8B,6,1,2,
4,8B,6,1,4,
4,8B,6,1,6,
4,8B,6,1,8,
4,8B,6,1,10,
4,8B,6,1,12,
4,8B,6,1,14,
4,8B,6,1,16,
4,8B,6,1,18,
4,8B,6,1,20,
4,8B,6,1,22,
4,8B,6,1,24,
4,8B,6,1,26,
4,8B,6,1,28,
4,8B,6,1,30,
4,8B,6,1,32,
4,8B,6,1,34,
4,8B,6,1,36,
4,8B,6,1,38,
4,8B,6,1,40,
4,8B,6,1,42,
4,8B,6,1,44,
4,8B,6,1,46,
4,8B,6,1,48,
4,8B,6,1,50,
4,8B,6,1,52,
4,8B,6,1,54,
4,8B,6,1,56,
4,8B,6,1,58,
4,8B,6,1,60,
4,8B,6,1,62,
4,8B,6,1,64,
4,8B,6,1,66,
4,8B,7,16,32,
4,8B,7,16,64,
4,8B,7,8,16,
4,8B,7,8,32,
4,8B,7,8,48,
4,8B,7,8,64,
4,8B,7,5,10,
4,8B,7,5,20,
4,8B,7,5,30,
4,8B,7,5,40,
4,8B,7,5,50,
4,8B,7,5,60,
4,8B,7,4,8,
4,8B,7,4,16,
4,8B,7,4,24,
4,8B,7,4,32,
4,8B,7,4,40,
4,8B,7,4,48,
4,8B,7,4,56,
4,8B,7,4,64,
4,8B,7,3,6,
4,8B,7,3,12,
4,8B,7,3,18,
4,8B,7,3,24,
4,8B,7,3,30,
4,8B,7,3,36,
4,8B,7,3,42,
4,8B,7,3,48,
4,8B,7,3,54,
4,8B,7,3,60,
4,8B,7,3,66,
4,8B,7,2,4,
4,8B,7,2,8,
4,8B,7,2,12,
4,8B,7,2,16,
4,8B,7,2,20,
4,8B,7,2,24,
4,8B,7,2,28,
4,8B,7,2,32,
4,8B,7,2,36,
4,8B,7,2,40,
4,8B,7,2,44,
4,8B,7,2,48,
4,8B,7,2,52,
4,8B,7,2,56,
4,8B,7,2,60,
4,8B,7,2,64,
4,8B,7,1,2,
4,8B,7,1,4,
4,8B,7,1,6,
4,8B,7,1,8,
4,8B,7,1,10,
4,8B,7,1,12,
4,8B,7,1,14,
4,8B,7,1,16,
4,8B,7,1,18,
4,8B,7,1,20,
4,8B,7,1,22,
4,8B,7,1,24,
4,8B,7,1,26,
4,8B,7,1,28,
4,8B,7,1,30,
4,8B,7,1,32,
4,8B,7,1,34,
4,8B,7,1,36,
4,8B,7,1,38,
4,8B,7,1,40,
4,8B,7,1,42,
4,8B,7,1,44,
4,8B,7,1,46,
4,8B,7,1,48,
4,8B,7,1,50,
4,8B,7,1,52,
4,8B,7,1,54,
4,8B,7,1,56,
4,8B,7,1,58,
4,8B,7,1,60,
4,8B,7,1,62,
4,8B,7,1,64,
4,8B,7,1,66,
4,8B,8,16,32,
4,8B,8,16,64,
4,8B,8,8,16,
4,8B,8,8,32,
4,8B,8,8,48,
4,8B,8,8,64,
4,8B,8,5,10,
4,8B,8,5,20,
4,8B,8,5,30,
4,8B,8,5,40,
4,8B,8,5,50,
4,8B,8,5,60,
4,8B,8,4,8,
4,8B,8,4,16,
4,8B,8,4,24,
4,8B,8,4,32,
4,8B,8,4,40,
4,8B,8,4,48,
4,8B,8,4,56,
4,8B,8,4,64,
4,8B,8,3,6,
4,8B,8,3,12,
4,8B,8,3,18,
4,8B,8,3,24,
4,8B,8,3,30,
4,8B,8,3,36,
4,8B,8,3,42,
4,8B,8,3,48,
4,8B,8,3,54,
4,8B,8,3,60,
4,8B,8,3,66,
4,8B,8,2,4,
4,8B,8,2,8,
4,8B,8,2,12,
4,8B,8,2,16,
4,8B,8,2,20,
4,8B,8,2,24,
4,8B,8,2,28,
4,8B,8,2,32,
4,8B,8,2,36,
4,8B,8,2,40,
4,8B,8,2,44,
4,8B,8,2,48,
4,8B,8,2,52,
4,8B,8,2,56,
4,8B,8,2,60,
4,8B,8,2,64,
4,8B,8,1,2,
4,8B,8,1,4,
4,8B,8,1,6,
4,8B,8,1,8,
4,8B,8,1,10,
4,8B,8,1,12,
4,8B,8,1,14,
4,8B,8,1,16,
4,8B,8,1,18,
4,8B,8,1,20,
4,8B,8,1,22,
4,8B,8,1,24,
4,8B,8,1,26,
4,8B,8,1,28,
4,8B,8,1,30,
4,8B,8,1,32,
4,8B,8,1,34,
4,8B,8,1,36,
4,8B,8,1,38,
4,8B,8,1,40,
4,8B,8,1,42,
4,8B,8,1,44,
4,8B,8,1,46,
4,8B,8,1,48,
4,8B,8,1,50,
4,8B,8,1,52,
4,8B,8,1,54,
4,8B,8,1,56,
4,8B,8,1,58,
4,8B,8,1,60,
4,8B,8,1,62,
4,8B,8,1,64,
4,8B,8,1,66,
4,2B,9,16,32,
4,2B,9,16,64,
4,2B,9,8,16,
4,2B,9,8,32,
4,2B,9,8,48,
4,2B,9,8,64,
4,2B,9,5,10,
4,2B,9,5,20,
4,2B,9,5,30,
4,2B,9,5,40,
4,2B,9,5,50,
4,2B,9,5,60,
4,2B,9,4,8,
4,2B,9,4,16,
4,2B,9,4,24,
4,2B,9,4,32,
4,2B,9,4,40,
4,2B,9,4,48,
4,2B,9,4,56,
4,2B,9,4,64,
4,2B,9,3,6,
4,2B,9,3,12,
4,2B,9,3,18,
4,2B,9,3,24,
4,2B,9,3,30,
4,2B,9,3,36,
4,2B,9,3,42,
4,2B,9,3,48,
4,2B,9,3,54,
4,2B,9,3,60,
4,2B,9,3,66,
4,2B,9,2,4,
4,2B,9,2,8,
4,2B,9,2,12,
4,2B,9,2,16,
4,2B,9,2,20,
4,2B,9,2,24,
4,2B,9,2,28,
4,2B,9,2,32,
4,2B,9,2,36,
4,2B,9,2,40,
4,2B,9,2,44,
4,2B,9,2,48,
4,2B,9,2,52,
4,2B,9,2,56,
4,2B,9,2,60,
4,2B,9,2,64,
4,2B,9,1,2,
4,2B,9,1,4,
4,2B,9,1,6,
4,2B,9,1,8,
4,2B,9,1,10,
4,2B,9,1,12,
4,2B,9,1,14,
4,2B,9,1,16,
4,2B,9,1,18,
4,2B,9,1,20,
4,2B,9,1,22,
4,2B,9,1,24,
4,2B,9,1,26,
4,2B,9,1,28,
4,2B,9,1,30,
4,2B,9,1,32,
4,2B,9,1,34,
4,2B,9,1,36,
4,2B,9,1,38,
4,2B,9,1,40,
4,2B,9,1,42,
4,2B,9,1,44,
4,2B,9,1,46,
4,2B,9,1,48,
4,2B,9,1,50,
4,2B,9,1,52,
4,2B,9,1,54,
4,2B,9,1,56,
4,2B,9,1,58,
4,2B,9,1,60,
4,2B,9,1,62,
4,2B,9,1,64,
4,2B,9,1,66,
