stimulus_set,scramble,stim_num,level,boundary_time,
4,2B,10,16,32,
4,2B,10,16,64,
4,2B,10,8,16,
4,2B,10,8,32,
4,2B,10,8,48,
4,2B,10,8,64,
4,2B,10,5,10,
4,2B,10,5,20,
4,2B,10,5,30,
4,2B,10,5,40,
4,2B,10,5,50,
4,2B,10,5,60,
4,2B,10,4,8,
4,2B,10,4,16,
4,2B,10,4,24,
4,2B,10,4,32,
4,2B,10,4,40,
4,2B,10,4,48,
4,2B,10,4,56,
4,2B,10,4,64,
4,2B,10,3,6,
4,2B,10,3,12,
4,2B,10,3,18,
4,2B,10,3,24,
4,2B,10,3,30,
4,2B,10,3,36,
4,2B,10,3,42,
4,2B,10,3,48,
4,2B,10,3,54,
4,2B,10,3,60,
4,2B,10,3,66,
4,2B,10,2,4,
4,2B,10,2,8,
4,2B,10,2,12,
4,2B,10,2,16,
4,2B,10,2,20,
4,2B,10,2,24,
4,2B,10,2,28,
4,2B,10,2,32,
4,2B,10,2,36,
4,2B,10,2,40,
4,2B,10,2,44,
4,2B,10,2,48,
4,2B,10,2,52,
4,2B,10,2,56,
4,2B,10,2,60,
4,2B,10,2,64,
4,2B,10,1,2,
4,2B,10,1,4,
4,2B,10,1,6,
4,2B,10,1,8,
4,2B,10,1,10,
4,2B,10,1,12,
4,2B,10,1,14,
4,2B,10,1,16,
4,2B,10,1,18,
4,2B,10,1,20,
4,2B,10,1,22,
4,2B,10,1,24,
4,2B,10,1,26,
4,2B,10,1,28,
4,2B,10,1,30,
4,2B,10,1,32,
4,2B,10,1,34,
4,2B,10,1,36,
4,2B,10,1,38,
4,2B,10,1,40,
4,2B,10,1,42,
4,2B,10,1,44,
4,2B,10,1,46,
4,2B,10,1,48,
4,2B,10,1,50,
4,2B,10,1,52,
4,2B,10,1,54,
4,2B,10,1,56,
4,2B,10,1,58,
4,2B,10,1,60,
4,2B,10,1,62,
4,2B,10,1,64,
4,2B,10,1,66,
4,2B,11,16,32,
4,2B,11,16,64,
4,2B,11,8,16,
4,2B,11,8,32,
4,2B,11,8,48,
4,2B,11,8,64,
4,2B,11,5,10,
4,2B,11,5,20,
4,2B,11,5,30,
4,2B,11,5,40,
4,2B,11,5,50,
4,2B,11,5,60,
4,2B,11,4,8,
4,2B,11,4,16,
4,2B,11,4,24,
4,2B,11,4,32,
4,2B,11,4,40,
4,2B,11,4,48,
4,2B,11,4,56,
4,2B,11,4,64,
4,2B,11,3,6,
4,2B,11,3,12,
4,2B,11,3,18,
4,2B,11,3,24,
4,2B,11,3,30,
4,2B,11,3,36,
4,2B,11,3,42,
4,2B,11,3,48,
4,2B,11,3,54,
4,2B,11,3,60,
4,2B,11,3,66,
4,2B,11,2,4,
4,2B,11,2,8,
4,2B,11,2,12,
4,2B,11,2,16,
4,2B,11,2,20,
4,2B,11,2,24,
4,2B,11,2,28,
4,2B,11,2,32,
4,2B,11,2,36,
4,2B,11,2,40,
4,2B,11,2,44,
4,2B,11,2,48,
4,2B,11,2,52,
4,2B,11,2,56,
4,2B,11,2,60,
4,2B,11,2,64,
4,2B,11,1,2,
4,2B,11,1,4,
4,2B,11,1,6,
4,2B,11,1,8,
4,2B,11,1,10,
4,2B,11,1,12,
4,2B,11,1,14,
4,2B,11,1,16,
4,2B,11,1,18,
4,2B,11,1,20,
4,2B,11,1,22,
4,2B,11,1,24,
4,2B,11,1,26,
4,2B,11,1,28,
4,2B,11,1,30,
4,2B,11,1,32,
4,2B,11,1,34,
4,2B,11,1,36,
4,2B,11,1,38,
4,2B,11,1,40,
4,2B,11,1,42,
4,2B,11,1,44,
4,2B,11,1,46,
4,2B,11,1,48,
4,2B,11,1,50,
4,2B,11,1,52,
4,2B,11,1,54,
4,2B,11,1,56,
4,2B,11,1,58,
4,2B,11,1,60,
4,2B,11,1,62,
4,2B,11,1,64,
4,2B,11,1,66,
4,2B,12,16,32,
4,2B,12,16,60,
4,2B,12,8,16,
4,2B,12,8,32,
4,2B,12,8,48,
4,2B,12,8,60,
4,2B,12,5,10,
4,2B,12,5,20,
4,2B,12,5,30,
4,2B,12,5,40,
4,2B,12,5,50,
4,2B,12,5,60,
4,2B,12,4,8,
4,2B,12,4,16,
4,2B,12,4,24,
4,2B,12,4,32,
4,2B,12,4,40,
4,2B,12,4,48,
4,2B,12,4,56,
4,2B,12,3,6,
4,2B,12,3,12,
4,2B,12,3,18,
4,2B,12,3,24,
4,2B,12,3,30,
4,2B,12,3,36,
4,2B,12,3,42,
4,2B,12,3,48,
4,2B,12,3,54,
4,2B,12,3,60,
4,2B,12,2,4,
4,2B,12,2,8,
4,2B,12,2,12,
4,2B,12,2,16,
4,2B,12,2,20,
4,2B,12,2,24,
4,2B,12,2,28,
4,2B,12,2,32,
4,2B,12,2,36,
4,2B,12,2,40,
4,2B,12,2,44,
4,2B,12,2,48,
4,2B,12,2,52,
4,2B,12,2,56,
4,2B,12,2,60,
4,2B,12,1,2,
4,2B,12,1,4,
4,2B,12,1,6,
4,2B,12,1,8,
4,2B,12,1,10,
4,2B,12,1,12,
4,2B,12,1,14,
4,2B,12,1,16,
4,2B,12,1,18,
4,2B,12,1,20,
4,2B,12,1,22,
4,2B,12,1,24,
4,2B,12,1,26,
4,2B,12,1,28,
4,2B,12,1,30,
4,2B,12,1,32,
4,2B,12,1,34,
4,2B,12,1,36,
4,2B,12,1,38,
4,2B,12,1,40,
4,2B,12,1,42,
4,2B,12,1,44,
4,2B,12,1,46,
4,2B,12,1,48,
4,2B,12,1,50,
4,2B,12,1,52,
4,2B,12,1,54,
4,2B,12,1,56,
4,2B,12,1,58,
4,2B,12,1,60,
4,1B,13,16,32,
4,1B,13,16,64,
4,1B,13,8,16,
4,1B,13,8,32,
4,1B,13,8,48,
4,1B,13,8,64,
4,1B,13,5,10,
4,1B,13,5,20,
4,1B,13,5,30,
4,1B,13,5,40,
4,1B,13,5,50,
4,1B,13,5,60,
4,1B,13,4,8,
4,1B,13,4,16,
4,1B,13,4,24,
4,1B,13,4,32,
4,1B,13,4,40,
4,1B,13,4,48,
4,1B,13,4,56,
4,1B,13,4,64,
4,1B,13,3,6,
4,1B,13,3,12,
4,1B,13,3,18,
4,1B,13,3,24,
4,1B,13,3,30,
4,1B,13,3,36,
4,1B,13,3,42,
4,1B,13,3,48,
4,1B,13,3,54,
4,1B,13,3,60,
4,1B,13,3,66,
4,1B,13,2,4,
4,1B,13,2,8,
4,1B,13,2,12,
4,1B,13,2,16,
4,1B,13,2,20,
4,1B,13,2,24,
4,1B,13,2,28,
4,1B,13,2,32,
4,1B,13,2,36,
4,1B,13,2,40,
4,1B,13,2,44,
4,1B,13,2,48,
4,1B,13,2,52,
4,1B,13,2,56,
4,1B,13,2,60,
4,1B,13,2,64,
4,1B,13,1,2,
4,1B,13,1,4,
4,1B,13,1,6,
4,1B,13,1,8,
4,1B,13,1,10,
4,1B,13,1,12,
4,1B,13,1,14,
4,1B,13,1,16,
4,1B,13,1,18,
4,1B,13,1,20,
4,1B,13,1,22,
4,1B,13,1,24,
4,1B,13,1,26,
4,1B,13,1,28,
4,1B,13,1,30,
4,1B,13,1,32,
4,1B,13,1,34,
4,1B,13,1,36,
4,1B,13,1,38,
4,1B,13,1,40,
4,1B,13,1,42,
4,1B,13,1,44,
4,1B,13,1,46,
4,1B,13,1,48,
4,1B,13,1,50,
4,1B,13,1,52,
4,1B,13,1,54,
4,1B,13,1,56,
4,1B,13,1,58,
4,1B,13,1,60,
4,1B,13,1,62,
4,1B,13,1,64,
4,1B,13,1,66,
4,1B,14,16,32,
4,1B,14,16,64,
4,1B,14,8,16,
4,1B,14,8,32,
4,1B,14,8,48,
4,1B,14,8,64,
4,1B,14,5,10,
4,1B,14,5,20,
4,1B,14,5,30,
4,1B,14,5,40,
4,1B,14,5,50,
4,1B,14,5,60,
4,1B,14,4,8,
4,1B,14,4,16,
4,1B,14,4,24,
4,1B,14,4,32,
4,1B,14,4,40,
4,1B,14,4,48,
4,1B,14,4,56,
4,1B,14,4,64,
4,1B,14,3,6,
4,1B,14,3,12,
4,1B,14,3,18,
4,1B,14,3,24,
4,1B,14,3,30,
4,1B,14,3,36,
4,1B,14,3,42,
4,1B,14,3,48,
4,1B,14,3,54,
4,1B,14,3,60,
4,1B,14,3,66,
4,1B,14,2,4,
4,1B,14,2,8,
4,1B,14,2,12,
4,1B,14,2,16,
4,1B,14,2,20,
4,1B,14,2,24,
4,1B,14,2,28,
4,1B,14,2,32,
4,1B,14,2,36,
4,1B,14,2,40,
4,1B,14,2,44,
4,1B,14,2,48,
4,1B,14,2,52,
4,1B,14,2,56,
4,1B,14,2,60,
4,1B,14,2,64,
4,1B,14,1,2,
4,1B,14,1,4,
4,1B,14,1,6,
4,1B,14,1,8,
4,1B,14,1,10,
4,1B,14,1,12,
4,1B,14,1,14,
4,1B,14,1,16,
4,1B,14,1,18,
4,1B,14,1,20,
4,1B,14,1,22,
4,1B,14,1,24,
4,1B,14,1,26,
4,1B,14,1,28,
4,1B,14,1,30,
4,1B,14,1,32,
4,1B,14,1,34,
4,1B,14,1,36,
4,1B,14,1,38,
4,1B,14,1,40,
4,1B,14,1,42,
4,1B,14,1,44,
4,1B,14,1,46,
4,1B,14,1,48,
4,1B,14,1,50,
4,1B,14,1,52,
4,1B,14,1,54,
4,1B,14,1,56,
4,1B,14,1,58,
4,1B,14,1,60,
4,1B,14,1,62,
4,1B,14,1,64,
4,1B,14,1,66,
4,1B,15,16,32,
4,1B,15,16,64,
4,1B,15,8,16,
4,1B,15,8,32,
4,1B,15,8,48,
4,1B,15,8,64,
4,1B,15,5,10,
4,1B,15,5,20,
4,1B,15,5,30,
4,1B,15,5,40,
4,1B,15,5,50,
4,1B,15,5,60,
4,1B,15,4,8,
4,1B,15,4,16,
4,1B,15,4,24,
4,1B,15,4,32,
4,1B,15,4,40,
4,1B,15,4,48,
4,1B,15,4,56,
4,1B,15,4,64,
4,1B,15,3,6,
4,1B,15,3,12,
4,1B,15,3,18,
4,1B,15,3,24,
4,1B,15,3,30,
4,1B,15,3,36,
4,1B,15,3,42,
4,1B,15,3,48,
4,1B,15,3,54,
4,1B,15,3,60,
4,1B,15,3,66,
4,1B,15,2,4,
4,1B,15,2,8,
4,1B,15,2,12,
4,1B,15,2,16,
4,1B,15,2,20,
4,1B,15,2,24,
4,1B,15,2,28,
4,1B,15,2,32,
4,1B,15,2,36,
4,1B,15,2,40,
4,1B,15,2,44,
4,1B,15,2,48,
4,1B,15,2,52,
4,1B,15,2,56,
4,1B,15,2,60,
4,1B,15,2,64,
4,1B,15,1,2,
4,1B,15,1,4,
4,1B,15,1,6,
4,1B,15,1,8,
4,1B,15,1,10,
4,1B,15,1,12,
4,1B,15,1,14,
4,1B,15,1,16,
4,1B,15,1,18,
4,1B,15,1,20,
4,1B,15,1,22,
4,1B,15,1,24,
4,1B,15,1,26,
4,1B,15,1,28,
4,1B,15,1,30,
4,1B,15,1,32,
4,1B,15,1,34,
4,1B,15,1,36,
4,1B,15,1,38,
4,1B,15,1,40,
4,1B,15,1,42,
4,1B,15,1,44,
4,1B,15,1,46,
4,1B,15,1,48,
4,1B,15,1,50,
4,1B,15,1,52,
4,1B,15,1,54,
4,1B,15,1,56,
4,1B,15,1,58,
4,1B,15,1,60,
4,1B,15,1,62,
4,1B,15,1,64,
4,1B,15,1,66,
4,1B,16,16,32,
4,1B,16,16,60,
4,1B,16,8,16,
4,1B,16,8,32,
4,1B,16,8,48,
4,1B,16,8,60,
4,1B,16,5,10,
4,1B,16,5,20,
4,1B,16,5,30,
4,1B,16,5,40,
4,1B,16,5,50,
4,1B,16,5,60,
4,1B,16,4,8,
4,1B,16,4,16,
4,1B,16,4,24,
4,1B,16,4,32,
4,1B,16,4,40,
4,1B,16,4,48,
4,1B,16,4,56,
4,1B,16,3,6,
4,1B,16,3,12,
4,1B,16,3,18,
4,1B,16,3,24,
4,1B,16,3,30,
4,1B,16,3,36,
4,1B,16,3,42,
4,1B,16,3,48,
4,1B,16,3,54,
4,1B,16,3,60,
4,1B,16,2,4,
4,1B,16,2,8,
4,1B,16,2,12,
4,1B,16,2,16,
4,1B,16,2,20,
4,1B,16,2,24,
4,1B,16,2,28,
4,1B,16,2,32,
4,1B,16,2,36,
4,1B,16,2,40,
4,1B,16,2,44,
4,1B,16,2,48,
4,1B,16,2,52,
4,1B,16,2,56,
4,1B,16,2,60,
4,1B,16,1,2,
4,1B,16,1,4,
4,1B,16,1,6,
4,1B,16,1,8,
4,1B,16,1,10,
4,1B,16,1,12,
4,1B,16,1,14,
4,1B,16,1,16,
4,1B,16,1,18,
4,1B,16,1,20,
4,1B,16,1,22,
4,1B,16,1,24,
4,1B,16,1,26,
4,1B,16,1,28,
4,1B,16,1,30,
4,1B,16,1,32,
4,1B,16,1,34,
4,1B,16,1,36,
4,1B,16,1,38,
4,1B,16,1,40,
4,1B,16,1,42,
4,1B,16,1,44,
4,1B,16,1,46,
4,1B,16,1,48,
4,1B,16,1,50,
4,1B,16,1,52,
4,1B,16,1,54,
4,1B,16,1,56,
4,1B,16,1,58,
4,1B,16,1,60,
