Musician,sub,scramble,16,8,5,4,3,2,1
No,32,8B,0.179625,0.075166667,0.0165,-0.01255,-0.123990403,-0.072357906,-0.020374898
No,32,2B,-0.069804965,-0.105956019,0.226180439,-0.04445088,0.006683108,0.170648772,0.036873568
No,32,1B,-0.091570164,0.030661157,-0.035750873,0.099953623,-0.034063131,0.15953697,0.055562414
Yes,33,Intact,0,0,0,0,0,0,0
Yes,33,8B,-0.07775,-0.0985,-0.1035,-0.1156,0.04152,-0.129257143,-0.016895522
Yes,33,2B,0,0,0,0,0,0,0
Yes,33,1B,0,0,0,0,0,0,0
No,33,Intact,-0.039738359,-0.042937763,0.047536109,-0.011670058,-0.05221046,-0.033611066,-0.024632869
No,33,8B,0.3768,0.188444444,-0.034461538,0.082,-0.035304348,0.026,-0.006835821
No,33,2B,-0.043666667,-0.0636,-0.060285714,-0.067111111,-0.065833333,-0.009941176,-0.040941176
No,33,1B,-0.041826923,-0.045498542,-0.04802459,-0.050392642,0.02893071,-0.052302511,-0.024031151
Yes,34,Intact,-0.094036923,-0.122716726,-0.012047462,-0.148270141,0.032532365,0.011509266,0.005494373
Yes,34,8B,-0.0908,-0.117714286,-0.134666667,-0.151090909,-0.167714286,-0.178315789,-0.1935
Yes,34,2B,-0.090278186,-0.018574531,-0.01484549,0.047470532,0.029717174,0.065825029,0.056648216
Yes,34,1B,0.076813184,0.119287305,-0.15401352,0.080773905,0.096446787,-0.002757887,-0.022520018
No,34,Intact,-0.0324,-0.031555556,0.272461538,-0.037529412,-0.035478261,-0.036363636,0.023850746
No,34,8B,-0.0324,-0.034666667,0.117538462,-0.033764706,-0.034,-0.034787879,-0.006119403
No,34,2B,-0.0308,-0.031777778,-0.032153846,0.081647059,0.055826087,0.026666667,-0.006298507
No,34,1B,-0.0276,-0.032888889,-0.032923077,-0.033538749,-0.035690544,-0.035352538,0.02522012
Yes,35,Intact,-0.027142857,-0.034,-0.034631579,0.1204,0.028060606,0.043795918,0.02410101
Yes,35,8B,-0.0282,-0.033555556,-0.038307692,-0.034411765,-0.035569987,0.027287878,-0.005695527
Yes,35,2B,-0.0336,-0.029777778,-0.026769231,-0.031764706,0.138086957,-0.036121212,0.022507463
Yes,35,1B,0,0,0,0,0,0,0
No,35,Intact,0.017321145,0.025987033,0.01612963,-0.048121414,0.009866816,-0.089777553,-0.018803207
No,35,8B,0.219031828,0.263130648,0.01953696,0.10139524,-0.109350809,-0.003142857,-0.033730052
No,35,2B,-0.097454545,0.137866667,-0.157684211,0.18,-0.19062069,0.107589744,0.05430137
No,35,1B,0.121442417,0.169244031,0.217228212,0.141763288,-0.082310702,0.108728382,0.02249439
Yes,36,Intact,0.113714286,0.042769231,-0.033684211,0.00524,-0.034515152,-0.014469388,-0.006313131
Yes,36,8B,-0.073875,0.231583333,-0.11025,0.08715,-0.04411662,-0.019017044,-0.075231617
Yes,36,2B,-0.053965494,-0.056451797,-0.063564621,-0.062622502,0.015404569,-0.068995628,0.017912518
Yes,36,1B,-0.07175,-0.0965,-0.107125,0.095531658,0.035707157,-0.012851996,0.02384503
No,36,Intact,-0.053375,-0.060857143,0.23585,0.087923077,0.019352941,0.03124,0.04906
No,36,8B,-0.053784978,0.112074872,0.062012115,0.018763023,-0.081189132,0.030273932,0.001185502
No,36,2B,-0.072265683,-0.093803431,-0.150537815,-0.108408432,-0.049346929,-0.124038258,-0.048281608
No,36,1B,-0.083680098,-0.110201321,-0.006888587,-0.131415817,0.005034726,-0.043202606,-0.052001819
Yes,37,Intact,0.058236676,0.015207039,-0.067551347,0.127939689,0.074781642,0.070689099,0.050251115
Yes,37,8B,0.601333333,0.3512,-0.061428571,0.379777778,-0.066666667,0.163764706,0.046176471
Yes,37,2B,-0.072,-0.089,0.15275,0.0882,0.188923077,0.095222222,0.033828571
Yes,37,1B,-0.066761194,-0.10287507,0.003933884,-0.024594723,0.099474818,-0.030988436,-0.006939811
No,37,Intact,0.229154275,0.089583917,-0.063958324,0.010443632,-0.04248776,-0.011169859,-0.010628036
No,37,8B,-0.0292,0.188888889,-0.035230769,0.084823529,-0.034086957,0.024484848,-0.007283582
No,37,2B,-0.045404814,-0.043979907,0.092188211,-0.050795122,0.030988141,0.008243866,0.006974853
No,37,1B,0.292666667,0.1404,0.076857143,0.042555556,0.01475,-0.008,0.018117647
Yes,38,Intact,0,0,0,0,0,0,0
Yes,38,8B,-0.053936464,-0.063247932,-0.074713448,-0.077238334,-0.078869706,-0.081924497,-0.08765011
Yes,38,2B,0,0,0,0,0,0,0
Yes,38,1B,0,0,0,0,0,0,0
No,38,Intact,0,0,0,0,0,0,0
No,38,8B,0,0,0,0,0,0,0
No,38,2B,0,0,0,0,0,0,0
No,38,1B,-0.045333333,-0.0528,-0.059428571,-0.065555556,-0.064833333,0.05,0.046176471
Yes,39,Intact,-0.086286168,-0.039324324,-0.494666667,-0.008676535,-0.017040409,0.057728034,0.008881372
Yes,39,8B,-0.04715604,0.103145752,0.065706364,0.126075499,-0.081946672,0.090529946,-0.000661972
Yes,39,2B,-0.0705,0.067833333,-0.108125,-0.0134,0.029769231,-0.073222222,-0.050514286
Yes,39,1B,-0.072038757,-0.103858539,-0.111229057,-0.018804719,-0.055196261,-0.087377156,-0.035308741
No,39,Intact,-0.024909238,0.040890241,0.081934633,0.173596314,0.004524508,0.226840972,0.111531453
No,39,8B,-0.084226964,-0.063352769,-0.038013293,0.01840849,-0.032516023,0.021218613,0.04783697
No,39,2B,-0.085640023,-0.115682103,-0.011124539,0.044672251,0.067376796,-0.009006546,0.043089286
No,39,1B,-0.084846011,0.014095945,-0.1445741,-0.073457098,-0.033514447,0.070478658,0.09816342
Yes,40,Intact,0,0,0,0,0,0,0
Yes,40,8B,0,0,0,0,0,0,0
Yes,40,2B,-0.0296,-0.032,-0.036,-0.03375,-0.038727273,-0.033625,-0.0359375
Yes,40,1B,0,0,0,0,0,0,0
No,40,Intact,-0.090739451,-0.118916974,0.049964486,-0.096361613,-0.002573123,-0.049141084,-0.037762132
No,40,8B,-0.074168849,-0.102562185,-0.111059783,-0.121901243,-0.126210533,-0.140011309,-0.0349672
No,40,2B,0.257987258,0.126397631,-0.155300363,0.092471744,-0.052262942,0.046465704,-0.038980535
No,40,1B,0.07863697,0.112703324,-0.142928888,0.104203242,0.035801094,0.124804852,0.04226201
Yes,41,Intact,-0.044783567,0.026431563,0.206354348,-0.01662092,-0.41772549,-0.03153872,0.03546925
Yes,41,8B,-0.047,-0.055,0.084,-0.065111111,-0.070416667,-0.009470588,-0.011705882
Yes,41,2B,-0.065675631,-0.085294421,0.032634916,-0.0990362,-0.023778521,-0.111452318,-0.028229507
Yes,41,1B,-0.058929916,-0.076185281,0.162109017,-0.091099559,-0.020217425,0.060512683,0.0420153
No,41,Intact,0.019982493,-0.016218011,0.162645685,-0.062315403,0.107291239,-0.052300141,0.114182803
No,41,8B,-0.072,0.192615385,-0.129882353,0.244571429,0.160740741,0.060540541,0.007042254
No,41,2B,0.019807548,0.137204704,0.129909493,0.263386683,-0.080653153,0.478432405,0.147059433
No,41,1B,-0.032509081,0.062505051,0.025486933,-0.028641343,0.246818862,0.191536398,0.119233214
Yes,42,Intact,0.154901961,0.075923709,-0.478571429,0.083792835,-0.017285772,0.015059324,0.041086796
Yes,42,8B,0.185716143,0.433767775,0.025895582,0.305544464,-0.031112542,0.167942896,0.083330023
Yes,42,2B,-0.083552824,0.19381629,0.062269991,0.05419309,0.220169424,-0.009773062,0.047168405
Yes,42,1B,0.199955313,0.21205469,-0.021237328,0.227928189,-0.084077984,0.049905279,-0.010732717
No,42,Intact,-0.034569416,-0.032264442,-0.035767499,-0.032592486,-0.033214284,-0.033498111,-0.006958351
No,42,8B,-0.039629887,-0.043729663,0.250070778,-0.049757954,0.208511942,-0.051422325,0.037968771
No,42,2B,-0.0296,0.186888889,-0.036923077,0.077647059,0.049652174,0.024121212,0.022776119
No,42,1B,-0.0296,-0.031333333,0.122461538,-0.031764706,0.051826087,-0.037636364,0.024507463
Yes,43,Intact,0.324123525,0.203436178,-0.092719009,0.059714086,-0.040901623,-0.027494296,-0.039492518
Yes,43,8B,0.037218089,0.141297456,0.006548355,0.025411377,-0.052151391,-0.032438283,-0.030685855
Yes,43,2B,0.030460104,-0.043375049,-0.091787658,-0.130226413,0.105531585,-0.107284777,0.047045839
Yes,43,1B,0.079166667,-0.008375,0.0354,-0.014833333,0.068,-0.0747,0.024864865
No,43,Intact,-0.031092537,0.04571904,-0.033904295,0.006966419,0.024508891,-0.015499174,0.024101803
No,43,8B,-0.028,-0.040444444,-0.036,-0.035058824,-0.035478261,-0.039393939,-0.034925373
No,43,2B,-0.041887634,-0.048248385,-0.042654292,-0.04953662,0.036056903,-0.051975738,0.00697283
No,43,1B,-0.0495,-0.0565,-0.058714286,-0.065895802,0.018899883,0.053905984,-0.008954066
Yes,44,Intact,0.610333333,0.395866667,0.013809524,0.252222222,0.001122126,0.131784314,0.059358807
Yes,44,8B,0.074288261,-0.002661638,-0.098275156,-0.046599367,-0.107365427,0.057345273,0.02539312
Yes,44,2B,-0.078158053,-0.112344728,-0.022390533,-0.143798256,-0.013083735,-0.162516702,-0.012052882
Yes,44,1B,0.1088,0.306285714,0.306555556,0.115636364,0.049785714,0.194368421,0.086416667
No,44,Intact,-0.036857143,-0.033384615,-0.033578947,-0.03552,-0.03630303,-0.036653061,-0.035676768
No,44,8B,-0.072571429,-0.072363636,0.1784,-0.089263158,-0.01872,-0.046628571,0.039681159
No,44,2B,-0.044666667,-0.058,0.231142857,-0.068,-0.072166667,0.167176471,0.047529412
No,44,1B,0.060932541,-0.024673046,0.021462083,-0.116014061,-0.02703573,-0.070949451,-0.076414343
